"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD";"GEO_OBJECT"
"GEO";"Géographie";"86093";"Dercé";"COM"
"GEO";"Géographie";"86094";"Dienné";"COM"
"GEO";"Géographie";"86095";"Dissay";"COM"
"GEO";"Géographie";"86096";"Doussay";"COM"
"GEO";"Géographie";"86097";"La Ferrière-Airoux";"COM"
"GEO";"Géographie";"86098";"Fleix";"COM"
"GEO";"Géographie";"86099";"Fleuré";"COM"
"GEO";"Géographie";"86100";"Fontaine-le-Comte";"COM"
"GEO";"Géographie";"86102";"Frozes";"COM"
"GEO";"Géographie";"86103";"Gençay";"COM"
"GEO";"Géographie";"86104";"Genouillé";"COM"
"GEO";"Géographie";"86105";"Gizay";"COM"
"GEO";"Géographie";"86106";"Glénouze";"COM"
"GEO";"Géographie";"86107";"Gouex";"COM"
"GEO";"Géographie";"86108";"La Grimaudière";"COM"
"GEO";"Géographie";"86109";"Guesnes";"COM"
"GEO";"Géographie";"86110";"Haims";"COM"
"GEO";"Géographie";"86111";"Ingrandes";"COM"
"GEO";"Géographie";"86112";"L'Isle-Jourdain";"COM"
"GEO";"Géographie";"86113";"Iteuil";"COM"
"GEO";"Géographie";"86114";"Jardres";"COM"
"GEO";"Géographie";"86115";"Jaunay-Marigny";"COM"
"GEO";"Géographie";"86116";"Jazeneuil";"COM"
"GEO";"Géographie";"86117";"Jouhet";"COM"
"GEO";"Géographie";"86118";"Journet";"COM"
"GEO";"Géographie";"86119";"Joussé";"COM"
"GEO";"Géographie";"86120";"Lathus-Saint-Rémy";"COM"
"GEO";"Géographie";"86121";"Latillé";"COM"
"GEO";"Géographie";"86122";"Lauthiers";"COM"
"GEO";"Géographie";"86123";"Boivre-la-Vallée";"COM"
"GEO";"Géographie";"86124";"Lavoux";"COM"
"GEO";"Géographie";"86125";"Leigné-les-Bois";"COM"
"GEO";"Géographie";"86126";"Leignes-sur-Fontaine";"COM"
"GEO";"Géographie";"86127";"Leigné-sur-Usseau";"COM"
"GEO";"Géographie";"86128";"Lencloître";"COM"
"GEO";"Géographie";"86129";"Lésigny";"COM"
"GEO";"Géographie";"86130";"Leugny";"COM"
"GEO";"Géographie";"86131";"Lhommaizé";"COM"
"GEO";"Géographie";"86132";"Liglet";"COM"
"GEO";"Géographie";"86133";"Ligugé";"COM"
"GEO";"Géographie";"86134";"Linazay";"COM"
"GEO";"Géographie";"86135";"Liniers";"COM"
"GEO";"Géographie";"86136";"Lizant";"COM"
"GEO";"Géographie";"86137";"Loudun";"COM"
"GEO";"Géographie";"86138";"Luchapt";"COM"
"GEO";"Géographie";"86139";"Lusignan";"COM"
"GEO";"Géographie";"86140";"Lussac-les-Châteaux";"COM"
"GEO";"Géographie";"86141";"Magné";"COM"
"GEO";"Géographie";"86142";"Maillé";"COM"
"GEO";"Géographie";"86143";"Mairé";"COM"
"GEO";"Géographie";"86144";"Maisonneuve";"COM"
"GEO";"Géographie";"86145";"Marçay";"COM"
"GEO";"Géographie";"86147";"Marigny-Chemereau";"COM"
"GEO";"Géographie";"86148";"Marnay";"COM"
"GEO";"Géographie";"86149";"Martaizé";"COM"
"GEO";"Géographie";"86150";"Massognes";"COM"
"GEO";"Géographie";"86151";"Maulay";"COM"
"GEO";"Géographie";"86152";"Mauprévoir";"COM"
"GEO";"Géographie";"86153";"Mazerolles";"COM"
"GEO";"Géographie";"86154";"Mazeuil";"COM"
"GEO";"Géographie";"86156";"Messemé";"COM"
"GEO";"Géographie";"86158";"Migné-Auxances";"COM"
"GEO";"Géographie";"86157";"Mignaloux-Beauvoir";"COM"
"GEO";"Géographie";"86159";"Millac";"COM"
"GEO";"Géographie";"86160";"Mirebeau";"COM"
"GEO";"Géographie";"86161";"Moncontour";"COM"
"GEO";"Géographie";"86162";"Mondion";"COM"
"GEO";"Géographie";"86178";"Nieuil-l'Espoir";"COM"
"GEO";"Géographie";"86163";"Montamisé";"COM"
"GEO";"Géographie";"86180";"Nouaillé-Maupertuis";"COM"
"GEO";"Géographie";"86164";"Monthoiron";"COM"
"GEO";"Géographie";"86165";"Montmorillon";"COM"
"GEO";"Géographie";"86181";"Nueil-sous-Faye";"COM"
"GEO";"Géographie";"86167";"Monts-sur-Guesnes";"COM"
"GEO";"Géographie";"86182";"Orches";"COM"
"GEO";"Géographie";"86169";"Morton";"COM"
"GEO";"Géographie";"86170";"Moulismes";"COM"
"GEO";"Géographie";"86171";"Moussac";"COM"
"GEO";"Géographie";"86183";"Les Ormes";"COM"
"GEO";"Géographie";"86172";"Mouterre-sur-Blourde";"COM"
"GEO";"Géographie";"86184";"Ouzilly";"COM"
"GEO";"Géographie";"86173";"Mouterre-Silly";"COM"
"GEO";"Géographie";"86174";"Naintré";"COM"
"GEO";"Géographie";"86186";"Oyré";"COM"
"GEO";"Géographie";"86175";"Nalliers";"COM"
"GEO";"Géographie";"86176";"Nérignac";"COM"
"GEO";"Géographie";"86187";"Paizay-le-Sec";"COM"
"GEO";"Géographie";"86177";"Neuville-de-Poitou";"COM"
"GEO";"Géographie";"86189";"Payroux";"COM"
"GEO";"Géographie";"86190";"Persac";"COM"
"GEO";"Géographie";"86191";"Pindray";"COM"
"GEO";"Géographie";"86201";"Prinçay";"COM"
"GEO";"Géographie";"86202";"La Puye";"COM"
"GEO";"Géographie";"86192";"Plaisance";"COM"
"GEO";"Géographie";"86203";"Queaux";"COM"
"GEO";"Géographie";"86204";"Quinçay";"COM"
"GEO";"Géographie";"86224";"Saint-Gervais-les-Trois-Clochers";"COM"
"GEO";"Géographie";"86225";"Saint-Jean-de-Sauves";"COM"
"GEO";"Géographie";"86193";"Pleumartin";"COM"
"GEO";"Géographie";"86205";"Ranton";"COM"
"GEO";"Géographie";"86226";"Saint-Julien-l'Ars";"COM"
"GEO";"Géographie";"86206";"Raslay";"COM"
"GEO";"Géographie";"86194";"Poitiers";"COM"
"GEO";"Géographie";"86227";"Saint-Laon";"COM"
"GEO";"Géographie";"86207";"La Roche-Posay";"COM"
"GEO";"Géographie";"86228";"Saint-Laurent-de-Jourdes";"COM"
"GEO";"Géographie";"86195";"Port-de-Piles";"COM"
"GEO";"Géographie";"86209";"Roches-Prémarie-Andillé";"COM"
"GEO";"Géographie";"86229";"Saint-Léger-de-Montbrillais";"COM"
"GEO";"Géographie";"86230";"Saint-Léomer";"COM"
"GEO";"Géographie";"86210";"Roiffé";"COM"
"GEO";"Géographie";"86196";"Pouançay";"COM"
"GEO";"Géographie";"86233";"Valdivienne";"COM"
"GEO";"Géographie";"86211";"Romagne";"COM"
"GEO";"Géographie";"86234";"Saint-Martin-l'Ars";"COM"
"GEO";"Géographie";"86213";"Rouillé";"COM"
"GEO";"Géographie";"86197";"Pouant";"COM"
"GEO";"Géographie";"86235";"Saint-Maurice-la-Clouère";"COM"
"GEO";"Géographie";"86214";"Saint-Benoît";"COM"
"GEO";"Géographie";"86236";"Saint-Pierre-de-Maillé";"COM"
"GEO";"Géographie";"86198";"Pouillé";"COM"
"GEO";"Géographie";"86217";"Saint-Christophe";"COM"
"GEO";"Géographie";"86237";"Saint-Pierre-d'Exideuil";"COM"
"GEO";"Géographie";"86239";"Sainte-Radégonde";"COM"
"GEO";"Géographie";"86218";"Saint-Clair";"COM"
"GEO";"Géographie";"86200";"Pressac";"COM"
"GEO";"Géographie";"86241";"Saint-Rémy-sur-Creuse";"COM"
"GEO";"Géographie";"86220";"Saint-Gaudent";"COM"
"GEO";"Géographie";"86242";"Saint-Romain";"COM"
"GEO";"Géographie";"86221";"Saint-Genest-d'Ambière";"COM"
"GEO";"Géographie";"86244";"Saint-Sauvant";"COM"
"GEO";"Géographie";"86222";"Saint-Georges-lès-Baillargeaux";"COM"
"GEO";"Géographie";"86245";"Senillé-Saint-Sauveur";"COM"
"GEO";"Géographie";"86223";"Saint-Germain";"COM"
"GEO";"Géographie";"86248";"Saint-Secondin";"COM"
"GEO";"Géographie";"86246";"Saint-Savin";"COM"
"GEO";"Géographie";"86249";"Saires";"COM"
"GEO";"Géographie";"86247";"Val-de-Comporté";"COM"
"GEO";"Géographie";"86250";"Saix";"COM"
"GEO";"Géographie";"86252";"Sammarçolles";"COM"
"GEO";"Géographie";"86269";"Ternay";"COM"
"GEO";"Géographie";"86270";"Thollet";"COM"
"GEO";"Géographie";"86253";"Sanxay";"COM"
"GEO";"Géographie";"86271";"Thurageau";"COM"
"GEO";"Géographie";"86254";"Saulgé";"COM"
"GEO";"Géographie";"86272";"Thuré";"COM"
"GEO";"Géographie";"86255";"Savigné";"COM"
"GEO";"Géographie";"86292";"Villiers";"COM"
"GEO";"Géographie";"86273";"La Trimouille";"COM"
"GEO";"Géographie";"86256";"Savigny-Lévescault";"COM"
"GEO";"Géographie";"86293";"Vivonne";"COM"
"GEO";"Géographie";"86274";"Les Trois-Moutiers";"COM"
"GEO";"Géographie";"86257";"Savigny-sous-Faye";"COM"
"GEO";"Géographie";"86275";"Usseau";"COM"
"GEO";"Géographie";"86258";"Scorbé-Clairvaux";"COM"
"GEO";"Géographie";"86294";"Vouillé";"COM"
"GEO";"Géographie";"86276";"Usson-du-Poitou";"COM"
"GEO";"Géographie";"87011";"Bellac";"COM"
"GEO";"Géographie";"87012";"Berneuil";"COM"
"GEO";"Géographie";"86260";"Sérigny";"COM"
"GEO";"Géographie";"86279";"Vaux-sur-Vienne";"COM"
"GEO";"Géographie";"87013";"Bersac-sur-Rivalier";"COM"
"GEO";"Géographie";"86295";"Voulême";"COM"
"GEO";"Géographie";"86261";"Sèvres-Anxaumont";"COM"
"GEO";"Géographie";"86280";"Vellèches";"COM"
"GEO";"Géographie";"87014";"Bessines-sur-Gartempe";"COM"
"GEO";"Géographie";"86262";"Sillars";"COM"
"GEO";"Géographie";"86281";"Saint-Martin-la-Pallu";"COM"
"GEO";"Géographie";"86296";"Voulon";"COM"
"GEO";"Géographie";"87015";"Beynac";"COM"
"GEO";"Géographie";"86263";"Smarves";"COM"
"GEO";"Géographie";"86284";"Vernon";"COM"
"GEO";"Géographie";"86285";"Verrières";"COM"
"GEO";"Géographie";"86264";"Sommières-du-Clain";"COM"
"GEO";"Géographie";"87016";"Les Billanges";"COM"
"GEO";"Géographie";"86297";"Vouneuil-sous-Biard";"COM"
"GEO";"Géographie";"86286";"Verrue";"COM"
"GEO";"Géographie";"86265";"Sossais";"COM"
"GEO";"Géographie";"87017";"Blanzac";"COM"
"GEO";"Géographie";"87031";"Le Chalard";"COM"
"GEO";"Géographie";"86287";"Vézières";"COM"
"GEO";"Géographie";"86298";"Vouneuil-sur-Vienne";"COM"
"GEO";"Géographie";"86266";"Surin";"COM"
"GEO";"Géographie";"87032";"Châlus";"COM"
"GEO";"Géographie";"87018";"Blond";"COM"
"GEO";"Géographie";"86288";"Vicq-sur-Gartempe";"COM"
"GEO";"Géographie";"86299";"Vouzailles";"COM"
"GEO";"Géographie";"86268";"Tercé";"COM"
"GEO";"Géographie";"87033";"Chamboret";"COM"
"GEO";"Géographie";"87019";"Boisseuil";"COM"
"GEO";"Géographie";"87034";"Champagnac-la-Rivière";"COM"
"GEO";"Géographie";"86289";"Le Vigeant";"COM"
"GEO";"Géographie";"87020";"Bonnac-la-Côte";"COM"
"GEO";"Géographie";"86300";"Yversay";"COM"
"GEO";"Géographie";"87021";"Bosmie-l'Aiguille";"COM"
"GEO";"Géographie";"87001";"Aixe-sur-Vienne";"COM"
"GEO";"Géographie";"87035";"Champnétery";"COM"
"GEO";"Géographie";"86290";"La Villedieu-du-Clain";"COM"
"GEO";"Géographie";"87022";"Breuilaufa";"COM"
"GEO";"Géographie";"87002";"Ambazac";"COM"
"GEO";"Géographie";"87036";"Champsac";"COM"
"GEO";"Géographie";"86291";"Villemort";"COM"
"GEO";"Géographie";"87023";"Le Buis";"COM"
"GEO";"Géographie";"87003";"Arnac-la-Poste";"COM"
"GEO";"Géographie";"87037";"La Chapelle-Montbrandeix";"COM"
"GEO";"Géographie";"87024";"Bujaleuf";"COM"
"GEO";"Géographie";"87004";"Augne";"COM"
"GEO";"Géographie";"87038";"Chaptelat";"COM"
"GEO";"Géographie";"87025";"Burgnac";"COM"
"GEO";"Géographie";"87005";"Aureil";"COM"
"GEO";"Géographie";"87027";"Bussière-Galant";"COM"
"GEO";"Géographie";"87039";"Château-Chervix";"COM"
"GEO";"Géographie";"87006";"Azat-le-Ris";"COM"
"GEO";"Géographie";"87028";"Val-d'Oire-et-Gartempe";"COM"
"GEO";"Géographie";"87007";"Balledent";"COM"
"GEO";"Géographie";"87040";"Châteauneuf-la-Forêt";"COM"
"GEO";"Géographie";"87029";"Les Cars";"COM"
"GEO";"Géographie";"87008";"La Bazeuge";"COM"
"GEO";"Géographie";"87041";"Châteauponsac";"COM"
"GEO";"Géographie";"87030";"Chaillac-sur-Vienne";"COM"
"GEO";"Géographie";"87009";"Beaumont-du-Lac";"COM"
"GEO";"Géographie";"87042";"Le Châtenet-en-Dognon";"COM"
"GEO";"Géographie";"87043";"Cheissoux";"COM"
"GEO";"Géographie";"87044";"Chéronnac";"COM"
"GEO";"Géographie";"87045";"Cieux";"COM"
"GEO";"Géographie";"87046";"Cognac-la-Forêt";"COM"
"GEO";"Géographie";"87047";"Compreignac";"COM"
"GEO";"Géographie";"87048";"Condat-sur-Vienne";"COM"
"GEO";"Géographie";"87049";"Coussac-Bonneval";"COM"
"GEO";"Géographie";"87050";"Couzeix";"COM"
"GEO";"Géographie";"87051";"La Croisille-sur-Briance";"COM"
"GEO";"Géographie";"87052";"La Croix-sur-Gartempe";"COM"
"GEO";"Géographie";"87053";"Cromac";"COM"
"GEO";"Géographie";"87069";"Gajoubert";"COM"
"GEO";"Géographie";"87054";"Cussac";"COM"
"GEO";"Géographie";"87070";"La Geneytouse";"COM"
"GEO";"Géographie";"87056";"Dinsac";"COM"
"GEO";"Géographie";"87071";"Glandon";"COM"
"GEO";"Géographie";"87057";"Dompierre-les-Églises";"COM"
"GEO";"Géographie";"87072";"Glanges";"COM"
"GEO";"Géographie";"87058";"Domps";"COM"
"GEO";"Géographie";"87073";"Gorre";"COM"
"GEO";"Géographie";"87059";"Le Dorat";"COM"
"GEO";"Géographie";"87074";"Les Grands-Chézeaux";"COM"
"GEO";"Géographie";"87060";"Dournazac";"COM"
"GEO";"Géographie";"87075";"Isle";"COM"
"GEO";"Géographie";"87061";"Droux";"COM"
"GEO";"Géographie";"87076";"Jabreilles-les-Bordes";"COM"
"GEO";"Géographie";"87062";"Eybouleuf";"COM"
"GEO";"Géographie";"87077";"Janailhac";"COM"
"GEO";"Géographie";"87063";"Eyjeaux";"COM"
"GEO";"Géographie";"87078";"Javerdat";"COM"
"GEO";"Géographie";"87064";"Eymoutiers";"COM"
"GEO";"Géographie";"87079";"La Jonchère-Saint-Maurice";"COM"
"GEO";"Géographie";"87065";"Feytiat";"COM"
"GEO";"Géographie";"87080";"Jouac";"COM"
"GEO";"Géographie";"87066";"Flavignac";"COM"
"GEO";"Géographie";"87081";"Jourgnac";"COM"
"GEO";"Géographie";"87067";"Folles";"COM"
"GEO";"Géographie";"87082";"Ladignac-le-Long";"COM"
"GEO";"Géographie";"87083";"Laurière";"COM"
"GEO";"Géographie";"87068";"Fromental";"COM"
"GEO";"Géographie";"87084";"Lavignac";"COM"
"GEO";"Géographie";"87085";"Limoges";"COM"
"GEO";"Géographie";"87087";"Lussac-les-Églises";"COM"
"GEO";"Géographie";"87088";"Magnac-Bourg";"COM"
"GEO";"Géographie";"87086";"Linards";"COM"
"GEO";"Géographie";"87089";"Magnac-Laval";"COM"
"GEO";"Géographie";"87090";"Mailhac-sur-Benaize";"COM"
"GEO";"Géographie";"87091";"Maisonnais-sur-Tardoire";"COM"
"GEO";"Géographie";"87092";"Marval";"COM"
"GEO";"Géographie";"87093";"Masléon";"COM"
"GEO";"Géographie";"87094";"Meilhac";"COM"
"GEO";"Géographie";"87095";"Meuzac";"COM"
"GEO";"Géographie";"87096";"La Meyze";"COM"
"GEO";"Géographie";"87097";"Val d'Issoire";"COM"
"GEO";"Géographie";"87099";"Moissannes";"COM"
"GEO";"Géographie";"87100";"Montrol-Sénard";"COM"
"GEO";"Géographie";"87108";"Nouic";"COM"
"GEO";"Géographie";"87109";"Oradour-Saint-Genest";"COM"
"GEO";"Géographie";"87101";"Mortemart";"COM"
"GEO";"Géographie";"87103";"Nantiat";"COM"
"GEO";"Géographie";"87110";"Oradour-sur-Glane";"COM"
"GEO";"Géographie";"87104";"Nedde";"COM"
"GEO";"Géographie";"87111";"Oradour-sur-Vayres";"COM"
"GEO";"Géographie";"87105";"Neuvic-Entier";"COM"
"GEO";"Géographie";"87112";"Pageas";"COM"
"GEO";"Géographie";"87106";"Nexon";"COM"
"GEO";"Géographie";"87113";"Le Palais-sur-Vienne";"COM"
"GEO";"Géographie";"87107";"Nieul";"COM"
"GEO";"Géographie";"87114";"Panazol";"COM"
"GEO";"Géographie";"87115";"Pensol";"COM"
"GEO";"Géographie";"87116";"Peyrat-de-Bellac";"COM"
"GEO";"Géographie";"87117";"Peyrat-le-Château";"COM"
"GEO";"Géographie";"87118";"Peyrilhac";"COM"
"GEO";"Géographie";"87119";"Pierre-Buffière";"COM"
"GEO";"Géographie";"87120";"La Porcherie";"COM"
"GEO";"Géographie";"87121";"Rancon";"COM"
"GEO";"Géographie";"87122";"Razès";"COM"
"GEO";"Géographie";"87123";"Rempnat";"COM"
"GEO";"Géographie";"87124";"Rilhac-Lastours";"COM"
"GEO";"Géographie";"87125";"Rilhac-Rancon";"COM"
"GEO";"Géographie";"87126";"Rochechouart";"COM"
"GEO";"Géographie";"87127";"La Roche-l'Abeille";"COM"
"GEO";"Géographie";"87128";"Saint-Pardoux-le-Lac";"COM"
"GEO";"Géographie";"87129";"Royères";"COM"
"GEO";"Géographie";"87130";"Roziers-Saint-Georges";"COM"
"GEO";"Géographie";"87131";"Saillat-sur-Vienne";"COM"
"GEO";"Géographie";"87132";"Saint-Amand-le-Petit";"COM"
"GEO";"Géographie";"87133";"Saint-Amand-Magnazeix";"COM"
"GEO";"Géographie";"87134";"Sainte-Anne-Saint-Priest";"COM"
"GEO";"Géographie";"87135";"Saint-Auvent";"COM"
"GEO";"Géographie";"87137";"Saint-Bazile";"COM"
"GEO";"Géographie";"87138";"Saint-Bonnet-Briance";"COM"
"GEO";"Géographie";"87139";"Saint-Bonnet-de-Bellac";"COM"
"GEO";"Géographie";"87140";"Saint-Brice-sur-Vienne";"COM"
"GEO";"Géographie";"87141";"Saint-Cyr";"COM"
"GEO";"Géographie";"87142";"Saint-Denis-des-Murs";"COM"
"GEO";"Géographie";"87143";"Saint-Gence";"COM"
"GEO";"Géographie";"87144";"Saint-Genest-sur-Roselle";"COM"
"GEO";"Géographie";"87145";"Saint-Georges-les-Landes";"COM"
"GEO";"Géographie";"87146";"Saint-Germain-les-Belles";"COM"
"GEO";"Géographie";"87147";"Saint-Gilles-les-Forêts";"COM"
"GEO";"Géographie";"87148";"Saint-Hilaire-Bonneval";"COM"
"GEO";"Géographie";"87149";"Saint-Hilaire-la-Treille";"COM"
"GEO";"Géographie";"87150";"Saint-Hilaire-les-Places";"COM"
"GEO";"Géographie";"87151";"Saint-Jean-Ligoure";"COM"
"GEO";"Géographie";"87152";"Saint-Jouvent";"COM"
"GEO";"Géographie";"87153";"Saint-Julien-le-Petit";"COM"
"GEO";"Géographie";"87154";"Saint-Junien";"COM"
"GEO";"Géographie";"87155";"Saint-Junien-les-Combes";"COM"
"GEO";"Géographie";"87156";"Saint-Just-le-Martel";"COM"
"GEO";"Géographie";"87157";"Saint-Laurent-les-Églises";"COM"
"GEO";"Géographie";"87158";"Saint-Laurent-sur-Gorre";"COM"
"GEO";"Géographie";"87159";"Saint-Léger-la-Montagne";"COM"
"GEO";"Géographie";"87160";"Saint-Léger-Magnazeix";"COM"
"GEO";"Géographie";"87161";"Saint-Léonard-de-Noblat";"COM"
"GEO";"Géographie";"87162";"Sainte-Marie-de-Vaux";"COM"
"GEO";"Géographie";"87163";"Saint-Martial-sur-Isop";"COM"
"GEO";"Géographie";"87164";"Saint-Martin-de-Jussac";"COM"
"GEO";"Géographie";"87165";"Saint-Martin-le-Mault";"COM"
"GEO";"Géographie";"87166";"Saint-Martin-le-Vieux";"COM"
"GEO";"Géographie";"87167";"Saint-Martin-Terressus";"COM"
"GEO";"Géographie";"87168";"Saint-Mathieu";"COM"
"GEO";"Géographie";"87187";"Saint-Yrieix-la-Perche";"COM"
"GEO";"Géographie";"87169";"Saint-Maurice-les-Brousses";"COM"
"GEO";"Géographie";"87188";"Saint-Yrieix-sous-Aixe";"COM"
"GEO";"Géographie";"87170";"Saint-Méard";"COM"
"GEO";"Géographie";"87189";"Les Salles-Lavauguyon";"COM"
"GEO";"Géographie";"87172";"Saint-Ouen-sur-Gartempe";"COM"
"GEO";"Géographie";"87190";"Sauviat-sur-Vige";"COM"
"GEO";"Géographie";"87174";"Saint-Paul";"COM"
"GEO";"Géographie";"87191";"Séreilhac";"COM"
"GEO";"Géographie";"87176";"Saint-Priest-Ligoure";"COM"
"GEO";"Géographie";"87192";"Solignac";"COM"
"GEO";"Géographie";"87177";"Saint-Priest-sous-Aixe";"COM"
"GEO";"Géographie";"87193";"Surdoux";"COM"
"GEO";"Géographie";"87194";"Sussac";"COM"
"GEO";"Géographie";"87178";"Saint-Priest-Taurion";"COM"
"GEO";"Géographie";"87195";"Tersannes";"COM"
"GEO";"Géographie";"87179";"Saint-Sornin-la-Marche";"COM"
"GEO";"Géographie";"87197";"Thouron";"COM"
"GEO";"Géographie";"87180";"Saint-Sornin-Leulac";"COM"
"GEO";"Géographie";"87198";"Vaulry";"COM"
"GEO";"Géographie";"87181";"Saint-Sulpice-Laurière";"COM"
"GEO";"Géographie";"87199";"Vayres";"COM"
"GEO";"Géographie";"87182";"Saint-Sulpice-les-Feuilles";"COM"
"GEO";"Géographie";"87200";"Verneuil-Moustiers";"COM"
"GEO";"Géographie";"87183";"Saint-Sylvestre";"COM"
"GEO";"Géographie";"87201";"Verneuil-sur-Vienne";"COM"
"GEO";"Géographie";"87185";"Saint-Victurnien";"COM"
"GEO";"Géographie";"87202";"Veyrac";"COM"
"GEO";"Géographie";"87186";"Saint-Vitte-sur-Briance";"COM"
"GEO";"Géographie";"87203";"Vicq-sur-Breuilh";"COM"
"GEO";"Géographie";"87204";"Videix";"COM"
"GEO";"Géographie";"87205";"Le Vigen";"COM"
"GEO";"Géographie";"87206";"Villefavard";"COM"
"GEO";"Géographie";"88001";"Les Ableuvenettes";"COM"
"GEO";"Géographie";"88002";"Ahéville";"COM"
"GEO";"Géographie";"88003";"Aingeville";"COM"
"GEO";"Géographie";"88004";"Ainvelle";"COM"
"GEO";"Géographie";"88005";"Allarmont";"COM"
"GEO";"Géographie";"88006";"Ambacourt";"COM"
"GEO";"Géographie";"88007";"Ameuvelle";"COM"
"GEO";"Géographie";"88008";"Anglemont";"COM"
"GEO";"Géographie";"88009";"Anould";"COM"
"GEO";"Géographie";"88010";"Aouze";"COM"
"GEO";"Géographie";"88011";"Arches";"COM"
"GEO";"Géographie";"88012";"Archettes";"COM"
"GEO";"Géographie";"88020";"Autreville";"COM"
"GEO";"Géographie";"88013";"Aroffe";"COM"
"GEO";"Géographie";"88021";"Autrey";"COM"
"GEO";"Géographie";"88022";"Auzainvilliers";"COM"
"GEO";"Géographie";"88014";"Arrentès-de-Corcieux";"COM"
"GEO";"Géographie";"88023";"Avillers";"COM"
"GEO";"Géographie";"88015";"Attignéville";"COM"
"GEO";"Géographie";"88024";"Avrainville";"COM"
"GEO";"Géographie";"88025";"Avranville";"COM"
"GEO";"Géographie";"88016";"Attigny";"COM"
"GEO";"Géographie";"88026";"Aydoilles";"COM"
"GEO";"Géographie";"88017";"Aulnois";"COM"
"GEO";"Géographie";"88027";"Badménil-aux-Bois";"COM"
"GEO";"Géographie";"88028";"La Baffe";"COM"
"GEO";"Géographie";"88019";"Autigny-la-Tour";"COM"
"GEO";"Géographie";"88029";"La Vôge-les-Bains";"COM"
"GEO";"Géographie";"88030";"Bainville-aux-Saules";"COM"
"GEO";"Géographie";"88031";"Balléville";"COM"
"GEO";"Géographie";"88032";"Ban-de-Laveline";"COM"
"GEO";"Géographie";"88033";"Ban-de-Sapt";"COM"
"GEO";"Géographie";"88035";"Barbey-Seroux";"COM"
"GEO";"Géographie";"88036";"Barville";"COM"
"GEO";"Géographie";"88037";"Basse-sur-le-Rupt";"COM"
"GEO";"Géographie";"88038";"Battexey";"COM"
"GEO";"Géographie";"88039";"Baudricourt";"COM"
"GEO";"Géographie";"88040";"Bayecourt";"COM"
"GEO";"Géographie";"88041";"Bazegney";"COM"
"GEO";"Géographie";"88042";"Bazien";"COM"
"GEO";"Géographie";"88043";"Bazoilles-et-Ménil";"COM"
"GEO";"Géographie";"88044";"Bazoilles-sur-Meuse";"COM"
"GEO";"Géographie";"88045";"Beaufremont";"COM"
"GEO";"Géographie";"88046";"Beauménil";"COM"
"GEO";"Géographie";"88047";"Begnécourt";"COM"
"GEO";"Géographie";"88048";"Bellefontaine";"COM"
"GEO";"Géographie";"88049";"Belmont-lès-Darney";"COM"
"GEO";"Géographie";"88050";"Belmont-sur-Buttant";"COM"
"GEO";"Géographie";"88051";"Belmont-sur-Vair";"COM"
"GEO";"Géographie";"88052";"Belrupt";"COM"
"GEO";"Géographie";"88053";"Belval";"COM"
"GEO";"Géographie";"88054";"Bertrimoutier";"COM"
"GEO";"Géographie";"88055";"Bettegney-Saint-Brice";"COM"
"GEO";"Géographie";"88056";"Bettoncourt";"COM"
"GEO";"Géographie";"88057";"Le Beulay";"COM"
"GEO";"Géographie";"88058";"Biécourt";"COM"
"GEO";"Géographie";"88059";"Biffontaine";"COM"
"GEO";"Géographie";"88060";"Blémerey";"COM"
"GEO";"Géographie";"88061";"Bleurville";"COM"
"GEO";"Géographie";"88062";"Blevaincourt";"COM"
"GEO";"Géographie";"88063";"Bocquegney";"COM"
"GEO";"Géographie";"88064";"Bois-de-Champ";"COM"
"GEO";"Géographie";"88065";"Bonvillet";"COM"
"GEO";"Géographie";"88066";"Boulaincourt";"COM"
"GEO";"Géographie";"88068";"La Bourgonce";"COM"
"GEO";"Géographie";"88069";"Bouxières-aux-Bois";"COM"
"GEO";"Géographie";"88070";"Bouxurulles";"COM"
"GEO";"Géographie";"88071";"Bouzemont";"COM"
"GEO";"Géographie";"88073";"Brantigny";"COM"
"GEO";"Géographie";"88074";"Brechainville";"COM"
"GEO";"Géographie";"88075";"La Bresse";"COM"
"GEO";"Géographie";"88076";"Brouvelieures";"COM"
"GEO";"Géographie";"88077";"Brû";"COM"
"GEO";"Géographie";"88078";"Bruyères";"COM"
"GEO";"Géographie";"88079";"Bulgnéville";"COM"
"GEO";"Géographie";"88080";"Bult";"COM"
"GEO";"Géographie";"88081";"Bussang";"COM"
"GEO";"Géographie";"88082";"Celles-sur-Plaine";"COM"
"GEO";"Géographie";"88083";"Certilleux";"COM"
"GEO";"Géographie";"88084";"Chamagne";"COM"
"GEO";"Géographie";"88085";"Champdray";"COM"
"GEO";"Géographie";"88086";"Champ-le-Duc";"COM"
"GEO";"Géographie";"88087";"Chantraine";"COM"
"GEO";"Géographie";"88088";"La Chapelle-aux-Bois";"COM"
"GEO";"Géographie";"88089";"La Chapelle-devant-Bruyères";"COM"
"GEO";"Géographie";"88090";"Charmes";"COM"
"GEO";"Géographie";"88091";"Charmois-devant-Bruyères";"COM"
"GEO";"Géographie";"88092";"Charmois-l'Orgueilleux";"COM"
"GEO";"Géographie";"88093";"Châtas";"COM"
"GEO";"Géographie";"88094";"Châtel-sur-Moselle";"COM"
"GEO";"Géographie";"88095";"Châtenois";"COM"
"GEO";"Géographie";"88096";"Châtillon-sur-Saône";"COM"
